문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
저런 목사들이 진짜 믿음이 1%라도 가지고 있었다면 하늘 무서워서라도 저짓 못했을 겁니다. 그냥 지능적인 사기꾼에 불과해요	0	0	0	0	0	0	1	0	0	0	0
관심받을려고 그러는거 같다 ㄷㆍㄷ 허락하마 섹스를 하거라	0	0	0	0	0	0	0	0	1	0	0
홍어들은 바다로 이동하면 안됨?	0	0	0	0	0	1	0	0	0	0	0
맨날 좌음으로 온다이기	0	0	0	0	0	0	0	0	0	1	0
몰아가기 미쳤네 ㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
저사람 사짜잖여	0	0	0	0	0	0	0	0	1	0	0
무슨게이트? 뭐가 권력형이냐? 국가내란을 회책한 넘이 할말은 아니지~~ 구치소로 가라	0	0	0	0	0	0	0	0	1	0	0
일베충이네요 <- 고소미 가능	0	0	0	0	0	0	0	0	0	1	0
그럼 저게 사실이라는거냐? 쟤 결혼도 하지 않았냐??	0	0	0	0	0	0	0	0	1	0	0
초딩은 뭐 욕하고 패드립 하면 안돼냐??ㅋㅋㅋㅋ글쓴새끼 마치 본인은 존나 고귀한척 상위1프로 인척 하넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개돼지세계처음봄?ㅋ	0	0	0	0	0	0	0	0	1	0	0
재앙이다..타인의 인권은 말아쳐드셨냐	0	0	0	0	0	0	0	0	1	0	0
개슬람은 자산 100억원 이상 아닌 새끼는 절대 들여와선 안된다.	0	0	0	0	0	0	1	0	0	0	0
이 집안은 전체가 깨어있는 가족들이네.....	0	0	0	0	0	0	0	0	0	1	0
일반인이 그랬으면 삼일한이니 뭐니 지랄했겠지?	0	0	0	0	0	0	0	0	0	1	0
동의한거 아니겠읍니까?	0	0	0	0	0	0	0	0	0	1	0
앞으로 보지년들 주둥이에서 차별소리 나오면 믿거해야겠음	1	0	0	0	0	0	0	0	0	0	0
좌좀욕하면서 지들이 난민받자고하는건 좌좀짓인지 모르는 한남새끼들ㅋㅋㅋㅋㅋㅋ 여자만 팰 수 있다면 나라도 갖다 팔 새끼들 답노	0	1	0	0	0	0	0	0	0	0	0
탈북자들 유튭에서 난리했던 중국인들도 방법 해주면 인정함	0	0	0	0	0	0	0	0	0	1	0
페미를 왜 채용해ㅋㅋㅋㅋ니 같으면 정신병자들 채용하고 싶겠냐?	1	0	0	0	0	0	0	1	0	0	0
멧돼지언냐들 더먹겠다는데 왜들그러냐진짜 팍팍퍼줘라	1	0	0	0	0	0	0	0	0	0	0
이기야 항남 충 옆에있는데 자들자들하는거랑 똑같는거같노!!	0	1	0	0	0	0	0	0	0	0	0
한남 보는 앞에서 낙태볶음밥 해먹어야겠노 꿀-꺽	0	1	0	0	0	0	0	0	0	0	0
동성애는 미친섹스발광자들이지 더러운 동성에놈들 모조리정신병원에 격리시켜라	0	0	1	0	0	0	0	0	0	0	0
수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
과장 아니고 실제로 레알로 개좆이 김치좃보다 더 크노 이기	0	1	0	0	0	0	0	0	0	0	0
목사 새끼들은 저거 유행지나서 안하는거 아니냐? 개독들이 이슬람 욕할 자격이없지 ㅋㅋㅋ 종교충들 극혐	0	0	0	0	0	0	1	0	0	0	0
남자가 마음이 좁으면 탈모랑 발기부전 온다이기야~~~~~	0	1	0	0	0	0	0	0	0	0	0
일베 망할만함 서로 싸우고 패드립만치고 팩트는없고 보혐에.. 애미뒤진사이트 하루빨리 망해야할듯 몇개월전부터 이생각만듬	1	0	0	0	0	0	0	0	0	0	0
북한새끼들은 각 집에 노예로 나눠줘야 한다.	0	0	0	1	0	0	0	0	0	0	0
철수야 호남서 90퍼먹고준표형님 10퍼만 주라그럼 준표형 당선인데	0	0	0	0	0	0	0	0	0	1	0
지금보고 있는데 저럴거면 허락을 왜해줬냐?존나 갈구네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사스가 전라도여 뭐시여	0	0	0	0	0	1	0	0	0	0	0
아직도... 세모자 사건이 잊혀지지 않는다	0	0	0	0	0	0	0	0	0	1	0
누군 정기결제 안쓰냐 ㅋㅋㅋㅋ나도 정기결제 써놓고 음악 듣는다	0	0	0	0	0	0	0	0	0	1	0
핵터뜨려서다죽자	0	0	0	0	0	0	0	0	1	0	0
조선족 구분할 거 없이짱깨를 혐오하는 이유는 인간이기 때문	0	0	0	1	0	0	0	0	0	0	0
삼일한 시전해야된다	0	0	0	0	0	0	0	0	1	0	0
맘충은 인류를 위해서 패죽이는게 정답이다	1	0	0	0	0	0	0	0	0	0	0
그럼 형님,동서간에도 바꿔야지요 아랫사람이라고 편하다고 이름부르면 너무 이상할듯 윗사람이라고 형님호칭도 바꿔요 아에 외국처럼 이름불러요!!!	0	0	0	0	0	0	0	0	0	1	0
이건 페미냐 아니냐의 문제가 아니라 사람이냐 짐승이냐의 문제 아닌가요? ( 10대 소녀를 집단 강간한 놈들은 죽어 마땅함. 참고로 저는 남자입니다. )	0	0	0	0	0	0	0	0	1	0	0
ㅇㅇ 좆아다새끼들 보혐타령좀 그만해라 병신들아급식충새끼들 유입늘고나서 밑도끝도논리도없는 보혐글 좆나 많이 늘어남	0	0	0	0	1	0	0	0	0	0	0
미국이라면 이해가 가겠는데 속지주의도 아니고 이민자국가도 아니고 과거에 전범기록도 없는, 엄연히 하나의 민족이 태고적부터 살고있는 안방에 와서 방내놓으라고 생때쓰고 지랄	0	0	0	1	0	0	0	0	0	0	0
인천은 무슨 개호로 동네 냐? 애들 때려 잡는 동네 구나..ㅋㅋㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
건물주가 저런 비판을하는게 더웃긴것 아닌가? 무식한 인간이 뭘안다구	0	0	0	0	0	0	0	0	1	0	0
역시 광주=메갈	0	0	0	0	0	1	0	0	0	0	0
사진이랑 무슨 관련임?	0	0	0	0	0	0	0	0	0	1	0
설마 또 동탄맘일까? 라고 생각해본다 동탄 사는데 여기 맘충들 진짜 정상아니다	1	0	0	0	0	1	0	0	0	0	0
ㅋㅋㅋㅋㅋ보지에 어울리는 보지스러운 늠름한 견종이노 잘어울린다 이기 그 와중에 좆놈들 좌-악 벌어지는게 웃챙이노ㅋㅋ	0	1	0	0	0	0	0	0	0	0	0
그림 멋지네 화아팅해라 이기야	0	0	0	0	0	0	0	0	0	1	0
신천지 새천지 바보천지..	0	0	0	0	0	0	1	0	0	0	0
주작이라도 존나 심폐소생술 한거 우리 할머니 돌아가실 때 생각나서 울 뻔했다난 일베 줬음	0	0	0	0	0	0	0	0	0	1	0
반일감정 일어나면일본인들은 조용히 숨죽이는데짱깨들은 반중감정 일어나면칼 꽂을 인간들임그래서 짱깨는 상종 못함	0	0	0	1	0	0	0	0	0	0	0
그러나 그녀는 낙태시대에서 ㄴㅌ를 검색하게 되는데...	1	0	0	0	0	0	0	0	0	0	0
시발 내이상형이 숏컷 보이시녀인데 저건 아니다 취향 바꿔야 될듯 ㅠ	0	0	0	0	0	0	0	0	1	0	0
수에즈운하네	0	0	0	0	0	0	0	0	0	1	0
일게이들아 탈코르셋 운동 지지해라 여자의 탈코운동은 자살행위나 마찬가지다	1	0	0	0	0	0	0	0	0	0	0
호빠 술깔려면 기본 삼십이고 티씨가 한시간에 못해도 사만원인데 세시간19? 양주값도 안나옴 ㅋㅋ 주작	0	0	0	0	0	0	0	0	1	0	0
맘충문제는 남편들이 해결해야 함. 여자들은 문제를 해결할 능력이 없다.특히 여초 사회,여자 집단은 하향평준화 되어 문제해결 능력 매우 부족.남편들이 해야 함	1	0	0	0	0	0	0	0	0	0	0
내가 글을 흑좆나 이해못하게 쓰는거노 ? 평균이 큰게 아니라고. 제목만 보는거노	0	0	0	1	0	0	0	0	0	0	0
난 종교를 차별하지 않는 편인데......무슬림은 조금 겁난다......앞으로도 차별하지 않도록 주의는 기울이겠지만, 가까이 하고 싶지는 않다.	0	0	0	0	0	0	1	0	0	0	0
지령받는방법은어떻게받노 ㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
저건물 지은게 빈라덴네라메	0	0	0	0	0	0	0	0	0	1	0
쌈바퍼레이드 ㄹㅇ극혐	0	0	0	0	0	0	0	1	0	0	0
대한민국 목사 클라쓰~~	0	0	0	0	0	0	0	0	0	1	0
일베=페미 동급...나라 곳곳에 꼴페미들이 안 기어들어간곳이 없음...정신나간 ㄴ들을 초기에 제압못한 댓가다 걍 받아들여라	1	0	0	0	0	0	0	0	0	0	0
앵나 적절하노ㅇㅇ	0	0	0	0	0	0	0	0	0	1	0
진짜 저게 어려운요구임?????????????	0	0	0	0	0	0	0	0	0	1	0
앞똥들은 놈딱 연약하노 한녀로 후려침당하면서 왠만한 말에는 아무렇지도 않노이기	0	1	0	0	0	0	0	0	0	0	0
페미니즘에 안걸린 여자들의 사진에 나오는 서양애들 만날려면 어떻게해야되냐? 김치녀말고 저런 여자만나고싶다	1	0	0	0	0	0	0	0	0	0	0
저 시간에 전라도애들은 죽창으로 미군 찌르는 훈련을 하고 있겠지	0	0	0	0	0	1	0	0	0	0	0
336 말처럼 CCTV 사각지대 도서관 발 찾아서 베스트셀러	0	0	0	0	0	0	0	0	0	1	0
8만원 더 주고 붕가한 흑우여서 ㅈㅎ	0	0	0	0	0	0	0	0	1	0	0
1분 57초쯤에 나오는 게임 이름 뭐냐?	0	0	0	0	0	0	0	0	0	1	0
똥꼬충들 박멸 ^^^	0	0	1	0	0	0	0	0	0	0	0
주작이네. 기사 검색이 안되잖아	0	0	0	0	0	0	0	0	0	1	0
아 베트남 ㅈㄴ 싫어 씨발	0	0	0	1	0	0	0	0	0	0	0
조선족도 싫고 탈북자도 싫다	0	0	0	1	0	0	0	0	0	0	0
소지품도 미니멀 이하고	0	0	0	0	0	0	0	0	0	1	0
2차대전이랑 너무 비슷하게 가고 있다.그때도 유대인들이 거의 개슬람급으로 설쳐가지고대부분의 유럽 국가들이 유대인 싫어했음지금에 와서야 나치만 광적으로 싫어한줄 아는데당시 유대인 = 지금 개슬람 동급임여기서 이제 히틀러급 선동가 한명만 나오면 바로 추방 및 전쟁각	0	0	0	1	0	0	0	0	0	0	0
ㅋㅋㅋ 내 흉자모 단골 사이트 아니노? 하용가	1	0	0	0	0	0	0	0	0	0	0
온 국민 동성애자 만들기. 온 국민 에이즈환자 만들기. 온 국민 말 못하게 만들기. 불법. 탈법이 합법이 되고 합법이 불법이 되는 나라 만들기. 국회의원 나리들아! 뭔 할짓이 없어서 그 많은 세비와 권위와 명예를 누리면서 쓰레기법을 만들려고 합니까?	0	0	1	0	0	0	0	0	0	0	0
한인이민충 특징: 현지에서는 세탁소 똥송칭챙총이면서 일베만 오면 천조국게이,천조국응딩이라면서 온갖 허세 다 부림	0	0	0	1	0	0	0	0	0	0	1
성평등 조례안은 악법입니다!!가정과 사회를 해체시킵니다 누가 그것을 주도하고있는지 기억해야합니다	1	0	1	0	0	0	0	0	0	0	0
이슬람이 온 인류의 최고의 제도란 플랜카드 들고있는년은 뭐냐. 내 살면서 개슬람이 최고라는 말은 처음듣네	0	0	0	0	0	0	1	0	0	0	0
이학교는 편입 안뽑노? 놈딱 들가고싶노 ㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
저렇게 음식들 열어두면 먼지들 졸라 쌓일듯	0	0	0	0	0	0	0	0	1	0	0
얘낸 논리가없노;;	0	0	0	0	0	0	0	0	1	0	0
존나 추억돋네 된장녀 ㅋㅋㅋㅋㅋㅋㅋ 요즘은 김치녀 한녀 이래서	1	0	0	0	0	0	0	0	0	0	0
씨발년 안그래도 저년 때문에 국내 짱깨랑 똥남아 유입 숫자 역대급으로 찍었는데 이제 개슬람새끼들도 모셔오려고 혈안이 되었음 천히의 매국노 보소 꼴페미년 씨발년	1	0	0	1	0	0	0	0	0	0	0
남자들 성욕 억압 시켜야보빨하게 만들고 예산이 늘어나니까 그렇지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이제 페미민국에서 김치영들 위해 세금 내고 사는건 매국임진짜 애국 하고 싶으면 탈조선을 해야됨 그럼 적어도 내가 낸 세금으로 나라 망하는 꼴은 안봄	1	0	0	0	0	0	0	0	0	0	0
짜장면에 계란넣어주냐??? 개신박하네	0	0	0	0	0	0	0	0	0	1	0
진짜였으면 이미 기사 나고도 남았노. 페미겁주려고 아무리 대가리 굴려봤자 페미는 더 퍼지고 한남은 아무도 안만나준다이기야 ^오^	0	1	0	0	0	0	0	0	0	0	0
그가격 맞는거 같은데 ;	0	0	0	0	0	0	0	0	0	1	0
목소리도 성형좀 하셧으면...	0	0	0	0	0	0	0	0	0	1	0
한달연봉 600만원 ㅍㅌㅊ?	0	0	0	0	0	0	0	0	0	1	0
여자 댓글 비율 64% ㅋㅋㅋㅋㅋㅋ 좌표찍고 댓글 조작하나보네	1	0	0	0	0	0	0	0	0	0	0
일상적인일까지고 처벌을하냐. 저짝판사 맞냐? 홍어박멸판사노.	0	0	0	0	0	1	0	0	0	0	0
이분 빵셔틀	0	0	0	0	0	0	0	0	1	0	0
에휴... 참 어렵게 산다~ 태어날 아기도 불쌍하고	0	0	0	0	0	0	0	0	1	0	0
개독교새끼들은 정신병자이고 위선자에다가 악마이다 이럼 또 죄짓는다고 지옥드립 정신병자처럼 치겠지 병신들이 사실상 정신병동에 갖쳐야 할새끼들 풀어주니까 지랄하는거임	0	0	0	0	0	0	1	1	0	0	0
창놈 후전깨하고싶노 유충꺼내고 멕여야긋노	0	1	0	0	0	0	0	0	0	0	0
차별을 해선 안되지만 차별을 안해선  안되는 차별도있다 아주 잘 한  일이다 속이 시원하다	0	0	0	0	0	0	0	0	0	1	0
조선족들이 전라도 사칭해서 더 국민분열시키는거도 있음물론 전라도새끼들이나 조선족바퀴벌레들이나 개찐또찐	0	0	0	1	0	1	0	0	0	0	0
정말 악질들이다 출근하는 직장인들은 무슨 죄냐 저것들은 모조리 잘라야한다 저것들 조건대로 합의해줬다가 다음번에도 똑같이 저짓거리한다 이참에 톨게이트 무인화시키고 톨게이트 통과비용을 차주에게 입금 문자나 보내라 안보내면 지금처럼 통상 10배 부과한다고 알려주고	0	0	0	0	0	0	0	0	1	0	0
말로만 인권을 위하는 인권단체들 싹 다 누가좀 갈기갈기 찢어주면 좋겠네요!!!! 정신들좀 차려라 제발! 인권만 찾으면 무조건 지지하는 사람들 선동하지 말고	0	0	0	0	0	0	0	1	0	0	0
저런애들은 무슬림 못되는거아니냐?	0	0	0	0	0	0	0	0	0	1	0
웜련 되어있길래 그래 내가 웜련이다! 하고 머피소 가입했었노 낄낄	0	0	0	0	0	0	0	0	0	1	0
근데 이걸로 ㅂㄷㅂㄷ하는 똥꼬충들은 웃긴게따지고 보면 양성애자가 훨씬더 많이 죽음	0	0	1	0	0	0	0	0	0	0	0
정말 드럽게 할일 없나보내 그냥 하던데로 해라 뭐가 문제야?	0	0	0	0	0	0	0	0	1	0	0
한글말부터 배우고 온나	0	0	0	0	0	0	0	0	1	0	0
전라도 아이피 지하철 무료탑승 가능한 나이들 김치녀 이 세 종류도 차단하면 클린한 애국보수유머사이트가 됨	1	0	0	0	1	1	0	0	0	0	0
지금급식충들은 가능성잇음.왜냐하면 한국의 10년뒤인 일본은 취업난은 아니니까.(관련 일베간글있음)하지만 90년대생들은 개씹헬각 일자리 풀릴때쯤 30살 넘은 상폐라 이직도 안됨	0	0	0	0	1	0	0	0	0	0	0
요즘은 김치랜드 지방 중견만 들어가도 어지간한 니케이 1부상장 회사 씹어먹고 내로라하는 일본대기업 들어가는거 보다 연봉도 더 받는데 환상품고 가는애들 ㄹㅇ 븅신같음 ㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
형들한테 뒤처지는거 때문에 열등감이 심해보였는데 감옥으로 앞서가겠네요	0	0	0	0	0	0	0	0	0	1	0
솔직히 후원하고 싶다	0	0	0	0	0	0	0	0	0	1	0
그렇게라도 지들이 여자를 정복했다는 지들 소추같은 정신승리때문 아니겠노	0	1	0	0	0	0	0	0	0	0	0
개슬람 씹새끼들 공영방송에서 이미지세탁 해주네온건한 무슬림은 없다	0	0	0	0	0	0	1	0	0	0	0
다 듣기싫고...권리. 인권 나대지말고 그냥 조용히 살아.. 누가 뭐라하지도 않았는데 스스로들 나대는지...	0	0	0	0	0	0	0	0	1	0	0
늙응남자는 조용히 해라	0	1	0	0	1	0	0	0	0	0	0
나도 예수 믿으면 어린 소녀 따먹을 수 있냐 ㅠ	0	0	0	0	0	0	1	0	0	0	0
당연한 수순임..... 이젠 사람 잘 봐가면서 살아야함. 자신 없으면 혼자시는게 ㅍㅌㅊ인 세상임.	0	0	0	0	0	0	0	0	0	1	0
도태남들과 장애인, 미혼, 이혼남들을 위해 섹스서비스는 합법화되야 한다. 매매라는 부정적 어감도 바뀌어야됨. 창녀는 엄연히 4차산업인 서비스업 종사자다	1	1	0	0	0	0	0	0	0	0	0
집단 성폭행은 얘네들 민속놀이잖아.. 뭘 새삼스럽게..	0	0	0	0	0	0	0	1	0	0	0
우리동네 토요일마다 붕어빵 굽는사람,애들이 그러네요,교회와. 하면서. ㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
국가반역자 주제에.	0	0	0	0	0	0	0	0	1	0	0
개걸레 한녀 말을 누가 믿노 ㅋㅋㅋ설령 사실이면 개꿀잼이고, 정 불만이면 자궁 떼든가	1	0	0	0	0	0	0	0	0	0	0
게이 트젠보면 가스실에 전부 다 쳐넣고 살처분하고싶음	0	0	1	0	0	0	0	0	0	0	0
한심한 새끼들	0	0	0	0	0	0	0	0	1	0	0
학창시절때부터 ㅈㄴ 당해온게 많음. ㅅㅂ 그때 일들 생각만하면 피가 거꾸로 솟는다. 근데 웃긴건 뭐였는지 알음? 여자애들은 한없이 잘해줬었다. 오빠 좋아해서 고백하는 여자들도 ㅈㄴ 많았고	0	0	0	0	0	0	0	0	1	0	0
어이가 없어서 참 ㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
철이 없어서지. 이번 기회에 각성하길 빈다.	0	0	0	0	0	0	0	0	0	1	0
개꿀빨던거 평등해시는거지	0	0	0	0	0	0	0	0	0	1	0
ㅋㅋㅋ 페미가 남자를 만나려고?제 정신이 아니네	1	0	0	0	0	0	0	0	0	0	0
얼굴로 후려쳐서 죽이는거라 저 새끼 얼굴이 저렇게 찌그러진거노ㅋㅋㅋㅋㅋㅋ 이거 오피셜이니까 알아둬라 저 유충 얼굴로 사람들 때려 죽이는 살인마다이기	0	1	0	0	0	0	0	0	0	0	0
교인만 저세상 하나님 겯으로 다 갔으면 좋겠.	0	0	0	0	0	0	1	0	0	0	0
베충이들이 워마드와 결혼해서 311시전하며 산업화 해줘라	1	0	0	0	0	0	0	0	0	0	0
시발 관리가 힘들었어도 애초부터 개독믿는게 죄지	0	0	0	0	0	0	1	0	0	0	0
한남이 다 똥꼬지	0	1	0	0	0	0	0	0	0	0	0
아예 팔죠 돈받고	0	0	0	0	0	0	0	0	0	1	0
저 동네 도로 개판이고 쓰레기도 많고 길바닥이 매우 더러웠는데 역쉬나 더불당만 뽑는 지역이라서 그렇구나. 민도가 그 수준이니까 더불당 지자체만 주구장창 뽑고 만족하고 사나보네	0	0	0	0	0	1	0	0	0	0	0
아...뭐노? 뭐하는 새끼노? 하. 후팔	0	0	0	0	0	0	0	0	1	0	0
뭔씨발 종교가 다되었네	0	0	0	0	0	0	0	0	1	0	0
불법유턴인건 알겠는데 근데 왜 도로에 애기가 있음?맘충들 지 애기 케어 못한거는 말 한마디도 안하네 ㅋㅋ	1	0	0	0	0	0	0	0	0	0	0
동성연애는 절대 사절 변태사절!!	0	0	1	0	0	0	0	0	0	0	0
마음 한켠에 저러고 살면 안불편하나? 도대체 그 한켠은 대체 몇평 정도 된답니까?	0	0	0	0	0	0	0	0	0	1	0
냄져만 하향평준화가 이루어진 2017년의 머국...	0	1	0	0	0	0	0	0	0	0	0
주택전용 보안경비업체 직원이나 해서 여생을 즐겁게 살아야겠다 싱글이라...	0	0	0	0	0	0	0	0	0	1	0
씨발 전라도	0	0	0	0	0	1	0	0	0	0	0
한남충 자아분열 소재 또 나왔노. 66한녀 허벌보지99 66한녀 보지는 한남자지에 맞춘거야99	0	1	0	0	0	0	0	0	0	0	0
댓 글 부 대	0	0	0	0	0	0	0	0	0	1	0
와 좆팔 짐승새끼도 안저런다	0	0	0	0	0	0	0	0	1	0	0
성공회대+게이...	0	0	1	0	0	0	0	0	0	0	0
다른 여군들과 같은 욕실에서...아님 남자 군인들과 같이 잘수도 없고...	0	0	1	0	0	0	0	0	0	0	0
생긴대로, 주신대로 살아야지. 변하지 못할걸	0	0	0	0	0	0	0	0	0	1	0
그거다 짱깨돈처먹은 벌레새끼들이 선동질	0	0	0	1	0	0	0	0	0	0	0
보지년들 개꼬심 살림 그거 뭐힘들다고 징징이노	1	0	0	0	0	0	0	0	0	0	0
미혼모의 아동 살인, 아동 학대 사건이 날로 발생하니 이릉 막을 제도와 시설, 법이 생겨나길 바라며 미혼모 뷴둘에개 따뚯한 관심을 주길 바랍니다	0	0	0	0	0	0	0	0	0	1	0
타고났다 범죄자로~	0	0	0	0	0	0	0	0	1	0	0
진짜 요즘 애새키들 겁도 없네	0	0	0	0	0	0	0	0	1	0	0
성폭행 직업군 1위 목사	0	0	0	0	0	0	1	0	0	0	0
친구중에 웜년 있어서 그년이 영업하는 거 보고 넘어왔노. 원래 쓰까였는데 도저히 좆팔 안되겠더노	0	0	0	0	0	0	0	0	1	0	0
못생기고 돼지년이랑 비교해대노 ㄷㄷ	1	0	0	0	0	0	0	0	0	0	0
역시 좌파는 돈이된다 전라도 모임에 고문까지ㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
샾 아님?	0	0	0	0	0	0	0	0	0	1	0
일단 방법이 글러먹긴했는데 나같아도 눈은 돌아갈듯	0	0	0	0	0	0	0	0	0	1	0
한남충 묻으면 좆되는건 진리노	0	1	0	0	0	0	0	0	0	0	0
황당한기사네 ㅋㅋ 뭔 얘기야 일벤데 페미니즘을 한다고?? 그래서 남자페미 몇명보고 2030男 페미니즘 공부에 빠졌다??	0	0	0	0	0	0	0	0	1	0	0
한남은 어쩔수가 없노 남페미는 무슨 그저 씨부랄놈이노 깔깔깔	0	1	0	0	0	0	0	0	0	0	0
그냥 전세계 사람 상대로 삥 뜯고(비싸게 팔고) 다시 선신 쓰는 양 돌려주는거여 저게 대단한게 아니다 자본주의라는게 개념이 원래 그래	0	0	0	0	0	0	0	0	1	0	0
동성애가 더러운게 아니라 남자들이 더러운거다 이성애라고 안더럽나; 정상인 남자가 드물어	0	1	0	0	0	0	0	0	0	0	0
ㅋㅋㅋㅋㅋ존나웃기네 ㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
동성애자들이 답답한게 지들은 이해와 편견 없기를 바라면서반대 의견 가진 사람 있으면 이해심 없는 또라이로 몰던가포비아라고 낙인 찍음. 내 생각과 감정을 왜 지들이 컨트롤하려고 하노 그래놓고 단지 소수자라 억압 받는다 생각함 피해의식에 쩌든 놈들 ㅋㅋㅋㅋ	0	0	1	0	0	0	0	0	0	0	0
